id,name,address,suburb,postcode,section_id,category,priority,status,phone,website,lat,lng,notes,visit_notes,source,rating,place_id,updated_at,google_maps_url
ea5a8f76a5276e08,Balwyn Fruit Supply,419 Whitehorse Road Balwyn VIC 3103,Balwyn,3103,inner-east,greengrocer,medium,prospect,,,-37.813052,145.0843724,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.439485+00:00,https://www.google.com/maps/search/?api=1&query=Balwyn+Fruit+Supply+419+Whitehorse+Road+Balwyn+VIC+3103+Melbourne
c18677f395d6d316,Barossa Fine Foods,VIC,,,inner-east,deli,medium,prospect,,,-37.8462769,144.9924899,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.978224+00:00,https://www.google.com/maps/search/?api=1&query=Barossa+Fine+Foods+VIC+Melbourne
e72e9d9bd19c02ce,Beaucare,VIC,,,inner-east,health food,medium,prospect,,,-37.8759594,145.0427072,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:01.080998+00:00,https://www.google.com/maps/search/?api=1&query=Beaucare+VIC+Melbourne
6c8a8eafd2e97809,Bird & Co Organics,"Glenferrie Road precinct, Hawthorn VIC 3122",Hawthorn,3122,inner-east,organic / specialty,medium,prospect,,,-37.8218,145.0358,Verify exact shopfront on Glenferrie Rd visit,,seed,,,2026-09-17T13:41:18.958495+00:00,https://www.google.com/maps/search/?api=1&query=Bird+%26+Co+Organics+Glenferrie+Road+precinct%2C+Hawthorn+VIC+3122+Melbourne
793a2692533cd9be,Bukuria Quality Smallgoods,VIC,,,inner-east,deli,medium,prospect,,,-37.8765915,144.9964104,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:09.213143+00:00,https://www.google.com/maps/search/?api=1&query=Bukuria+Quality+Smallgoods+VIC+Melbourne
7d43ac83bdf72789,Camberwell Fresh Food Market,525 Riversdale Road Camberwell VIC 3124,Camberwell,3124,inner-east,organic marketplace,medium,prospect,,,-37.831119,145.0578248,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:24.859673+00:00,https://www.google.com/maps/search/?api=1&query=Camberwell+Fresh+Food+Market+525+Riversdale+Road+Camberwell+VIC+3124+Melbourne
d0a7878f11975b4f,Camberwell Sunday Market,VIC,,,inner-east,marketplace,medium,prospect,,https://camberwellsundaymarket.org/,-37.8297223,145.0579477,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:23.067368+00:00,https://www.google.com/maps/search/?api=1&query=Camberwell+Sunday+Market+VIC+Melbourne
1a79e0a1e486b0c9,Chaso's Gourmet Deli,VIC,,,inner-east,deli,medium,prospect,,,-37.846207,144.9925025,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.898211+00:00,https://www.google.com/maps/search/?api=1&query=Chaso%27s+Gourmet+Deli+VIC+Melbourne
8621cb3943fce51f,Cleo's Deli,VIC,,,inner-east,deli,medium,prospect,,,-37.8464174,144.992471,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:07.190306+00:00,https://www.google.com/maps/search/?api=1&query=Cleo%27s+Deli+VIC+Melbourne
db9fbab06895ce7f,DailyFresher Fruit & Vegetables,322 Queens Parade VIC 3068,,3068,inner-east,greengrocer,medium,prospect,,,-37.78853,144.99035,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:53.095213+00:00,https://www.google.com/maps/search/?api=1&query=DailyFresher+Fruit+%26+Vegetables+322+Queens+Parade+VIC+3068+Melbourne
